Chapter,Type,Type#,Formula#,Path,latex
17,17.17,Theorem,6,real_and_complex/17.17 Theorem_17_6.jpg,"$\log |f| \leq P\left[\log \left|f^{*}\right|\right]$,"
17,17.21,Beurling’s,9,real_and_complex/17.21 Beurling’s Theorem_17_9.jpg,"$\frac{1}{2 \pi} \int_{-\pi}^{\pi} h^{*}\left(e^{i \theta}\right) \overline{\varphi^{*}\left(e^{i \theta}\right)} e^{-i n \theta} d \theta=0 \quad(n=0,1,2, \ldots)$"
12,12.12,The,6,real_and_complex/12.12 The Hausdorff-Young Theorem_12_6.jpg,$\Phi(z)=\sum_{n=1}^{N} B_{n}^{z} \beta_{n} \int_{X} F^{z} \varphi \bar{\psi}_{n} d \mu$
16,16.19,Theorem,2,real_and_complex/16.19 Theorem_16_2.jpg,$\operatorname{Im} \varphi(z)=\frac{\operatorname{Im} z}{|c z+d|^{2}}$
16,16.5,Theorem,3,real_and_complex/16.5 Theorem_16_3.jpg,$\varphi(w)=\frac{1}{2}\left(w^{\lambda}+w^{\lambda+1}\right)$
3,3.3,Theorem,7,real_and_complex/3.3 Theorem_3_7.jpg,$\exp \left\{\int_{\Omega} \log g d \mu\right\} \leq \int_{\Omega} g d \mu$
12,12.8,Theorem,4,real_and_complex/12.8 Theorem_12_4.jpg,$h_{\epsilon}(z)=\frac{1}{1+\epsilon(z-a)} \quad(z \in \bar{\Omega})$
15,15.4,Theorem,7,real_and_complex/15.4 Theorem_15_7.jpg,$\left|p_{M}-p_{N_{0}}\right| \leq 2\left|p_{N_{0}}\right| \epsilon \quad\left(M>N_{0}\right)$
2,2.13,Theorem,9,real_and_complex/2.13 Theorem_2_9.jpg,$\mu(E)=\sum_{i=1}^{\infty} \mu\left(E_{i}\right)$
19,19.2,Theorem,15,real_and_complex/19.2 Theorem_19_15.jpg,$F(t)=e^{t y} \hat{f}_{y}(t)$
10,10.33,Theorem,2,real_and_complex/10.33 Theorem_10_2.jpg,$\tilde{\Gamma}=\tilde{\gamma}_{1}+\cdots+\tilde{\gamma}_{n}$.
19,19.3,Theorem,13,real_and_complex/19.3 Theorem_19_13.jpg,$\int_{\Gamma} f(z) e^{-w z} d z$
10,10.14,Cauchy’s,6,real_and_complex/10.14 Cauchy’s Theorem_10_6.jpg,"$\frac{F(z)-F\left(z_{0}\right)}{z-z_{0}}-f\left(z_{0}\right)=\frac{1}{z-z_{0}} \int_{\left[z z_{0}, z\right]}\left[f(\xi)-f\left(z_{0}\right)\right] d \xi$"
6,6.17,Remark,4,real_and_complex/6.17 Remark_6_4.jpg,$f \rightarrow \int_{X} f d \mu$
10,10.35,Cauchy’s,3,real_and_complex/10.35 Cauchy’s Theorem_10_3.jpg,$\int_{\Gamma} f(z) d z=0$
1,1.26,Lebesgue’s,1,real_and_complex/1.26 Lebesgue’s Monotone Convergence Theorem_1_1.jpg,$\int_{X} f_{n} d \mu \rightarrow \alpha \quad$ as $n \rightarrow \infty$.
9,9.21,Theorem,6,real_and_complex/9.21 Theorem_9_6.jpg,$\beta(x+y)=\beta(x) \beta(y) \quad\left(x\right.$ and $\left.y \in R^{1}\right)$.
10,10.13,Cauchy’s,2,real_and_complex/10.13 Cauchy’s Theorem_10_2.jpg,"$\left\{a, c^{\prime}, b^{\prime}\right\}, \quad\left\{b, a^{\prime}, c^{\prime}\right\}, \quad\left\{c, b^{\prime}, a^{\prime}\right\}, \quad\left\{a^{\prime}, b^{\prime}, c^{\prime}\right\}$"
10,10.18,Tbeorem,5,real_and_complex/10.18 Tbeorem_10_5.jpg,$g(z)=\sum_{k=0}^{\infty} c_{m+k}(z-a)^{k} \quad(z \in D(a ; r))$
7,7.4,Theorem,2,real_and_complex/7.4 Theorem_7_2.jpg,$m\left(\left\{x \in R^{k}:(M \mu)(x)>\lambda\right\}\right)$.
17,17.8,Remark,1,real_and_complex/17.8 Remark_17_1.jpg,$\|f\|_{p}=\lim _{r \rightarrow 1}\left\|f_{r}\right\|_{p}$.
15,15.18,Theorem,0,real_and_complex/15.18 Theorem_15_0.jpg,$\log |g|=\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|g\left(r e^{i \theta}\right)\right| d \theta$
17,17.13,Theorem,2,real_and_complex/17.13 Theorem_17_2.jpg,$\left\|f_{r}\right\|_{1} \leq\|\mu\| \quad(0 \leq r<1)$.
7,7.24,Theorem,1,real_and_complex/7.24 Theorem_7_1.jpg,"$\lim _{r \rightarrow 0} \frac{m(T(B(x, r)))}{m(B(x, r))}=\Delta\left(T^{\prime}(x)\right)$"
18,18.9,Theorem,5,real_and_complex/18.9 Theorem_18_5.jpg,$f(\lambda)=-\sum_{n=0}^{\infty} \Phi\left(x^{n}\right) \lambda^{-n-1}$
11,11.22,Theorem,7,real_and_complex/11.22 Theorem_11_7.jpg,$\lim _{j \rightarrow \infty} u\left(z_{j}\right)=0$
8,8.7,Definition,1,real_and_complex/8.7 Definition_8_1.jpg,$(\mu \times \lambda)(Q)=\int_{X} \lambda\left(Q_{x}\right) d \mu(x)=\int_{Y} \mu\left(Q^{y}\right) d \lambda(y)$.
11,11.2,Theorem,3,real_and_complex/11.2 Theorem_11_3.jpg,$\Delta f=4 \partial \bar{\partial} f$
6,6.2,Theorem,5,real_and_complex/6.2 Theorem_6_5.jpg,$|\mu|(E) \leq \sum_{i}|\mu|\left(E_{i}\right)$.
5,5.13,Theorem,3,real_and_complex/5.13 Theorem_5_3.jpg,$\|\varphi\|_{\infty}=\sup \{|\varphi(n)|: n \in Z\}$.
11,11.22,Theorem,3,real_and_complex/11.22 Theorem_11_3.jpg,"$u_{1}\left(z_{j}\right)=\int_{T-I_{0}} P\left(z_{j}, e^{i t}\right) d \mu\left(e^{i t}\right)$"
1,1.17,Theorem,2,real_and_complex/1.17 Theorem_1_2.jpg,$t-\delta_{n}<\varphi_{n}(t) \leq t \quad$ if $0 \leq t \leq n$
6,6.2,Theorem,1,real_and_complex/6.2 Theorem_6_1.jpg,"$\sum_{j}\left|\mu\left(A_{i j}\right)\right|>t_{i} \quad(i=1,2,3, \ldots)$"
18,18.9,Theorem,1,real_and_complex/18.9 Theorem_18_1.jpg,$\lim _{n \rightarrow \infty}\left\|x^{n}\right\|^{1 / n}=\rho(x)$
5,5.6,Baire’s,3,real_and_complex/5.6 Baire’s Theorem_5_3.jpg,"$\bar{S}\left(x_{n}, r_{n}\right) \subset V_{n} \cap S\left(x_{n-1}, r_{n-1}\right) \quad$ and $\quad 0<r_{n}<\frac{1}{n}$"
8,8.18,Theorem,5,real_and_complex/8.18 Theorem_8_5.jpg,$\left(M g_{t}\right)(x)>(1-c) t$
19,19.11,Theorem,4,real_and_complex/19.11 Theorem_19_4.jpg,$\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|g\left(e^{i \theta}\right)\right| d \theta>-\infty$.
7,7.4,Theorem,6,real_and_complex/7.4 Theorem_7_6.jpg,$\{T f>2 y\} \subset\{M h>y\} \cup\{|h|>y\}$.
10,10.13,Cauchy’s,6,real_and_complex/10.13 Cauchy’s Theorem_10_6.jpg,$\int_{\partial \Delta_{n}} f(z) d z=\int_{\partial \Delta_{n}}\left[f(z)-f\left(z_{0}\right)-f^{\prime}\left(z_{0}\right)\left(z-z_{0}\right)\right] d z$
9,9.21,Theorem,2,real_and_complex/9.21 Theorem_9_2.jpg,$x+y=x y$.
10,10.35,Cauchy’s,7,real_and_complex/10.35 Cauchy’s Theorem_10_7.jpg,"$h(z)=\frac{1}{2 \pi i} \int_{\Gamma} g(z, w) d w \quad(z \in \Omega)$"
7,7.24,Theorem,5,real_and_complex/7.24 Theorem_7_5.jpg,$|F(x)-x|<\epsilon|x|$.
15,15.26,Theorem,4,real_and_complex/15.26 Theorem_15_4.jpg,$g(z)=f\left(\frac{1+z}{1-z}\right) \quad(z \in U)$.
15,15.18,Theorem,4,real_and_complex/15.18 Theorem_15_4.jpg,$|g|=|f| \prod_{n=1}^{m} \frac{r}{\left|\alpha_{n}\right|}$.
7,7.19,Theorem,5,real_and_complex/7.19 Theorem_7_5.jpg,$F(\beta)-F(\alpha)=\sup \sum_{1}^{n}\left|f\left(t_{i}\right)-f\left(t_{i-1}\right)\right|$
10,10.14,Cauchy’s,2,real_and_complex/10.14 Cauchy’s Theorem_10_2.jpg,"$F(z)=\int_{[a, z]} f(\xi) d \xi \quad(z \in \Omega)$"
10,10.33,Theorem,6,real_and_complex/10.33 Theorem_10_6.jpg,$\Gamma^{*}=\gamma_{1}^{*} \cup \cdots \cup \gamma_{n}^{*}$.
1,1.25,Proposition,2,real_and_complex/1.25 Proposition_1_2.jpg,$\int_{X}(s+t) d \mu=\int_{X} s d \mu+\int_{X} t d \mu$.
19,19.2,Theorem,11,real_and_complex/19.2 Theorem_19_11.jpg,"$g_{j}(y, t)=\frac{1}{2 \pi} \int_{-\alpha_{j}}^{\alpha_{j}} f(x+i y) e^{-i t x} d x$"
3,3.3,Theorem,3,real_and_complex/3.3 Theorem_3_3.jpg,$\varphi(f(x))-\varphi(t)-\beta(f(x)-t) \geq 0$
15,15.4,Theorem,3,real_and_complex/15.4 Theorem_15_3.jpg,$\sum_{n=N_{0}}^{\infty}\left|u_{n}(s)\right|<\epsilon \quad(s \in S)$.
3,3.15,Remark,1,real_and_complex/3.15 Remark_3_1.jpg,$\|f\|_{\infty}=\sup _{x \in R^{k}}|f(x)|$.
12,12.12,The,10,real_and_complex/12.12 The Hausdorff-Young Theorem_12_10.jpg,$|\Phi(1+i y)| \leq M \quad(-\infty<y<\infty)$
16,16.19,Theorem,6,real_and_complex/16.19 Theorem_16_6.jpg,$\operatorname{Im} \varphi(w) \leq \operatorname{Im} \varphi_{0}(w) \quad(\varphi \in \Gamma)$
12,12.12,The,2,real_and_complex/12.12 The Hausdorff-Young Theorem_12_2.jpg,$\left|\sum_{n=1}^{N} b_{n} \hat{f}(n)\right| \leq M^{(2-p) / p}$
17,17.26,Theorem,5,real_and_complex/17.26 Theorem_17_5.jpg,$\|\psi h\|_{p} \leq \beta^{1 / p}\|h\|_{p}$
17,17.18,Theorem,5,real_and_complex/17.18 Theorem_17_5.jpg,$\log |f|=1>0=\frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|f^{*}\left(e^{i t}\right)\right| d t$
17,17.17,Theorem,2,real_and_complex/17.17 Theorem_17_2.jpg,$f=M_{f} Q_{f}$
13,13.5,Theorem,1,real_and_complex/13.5 Theorem_13_1.jpg,$f(z)=\frac{1}{2 \pi i} \int_{\Gamma} \frac{f(\zeta)}{\zeta-z} d \zeta$
4,4.25,Theorem,6,real_and_complex/4.25 Theorem_4_6.jpg,$\sum_{n=-\infty}^{\infty} \hat{f}(n) \overline{\hat{g}(n)}=\frac{1}{2 \pi} \int_{-\pi}^{\pi} f(t) \overline{g(t)} d t$
15,15.2,Definition,1,real_and_complex/15.2 Definition_15_1.jpg,$p_{n}=\left(1+u_{1}\right)\left(1+u_{2}\right) \cdots\left(1+u_{n}\right)$
5,3.10,Theorem,8,real_and_complex/3.10 Theorem_5_8.jpg,$\left\|D_{n}\right\|_{1} \rightarrow \infty \quad$ as $n \rightarrow \infty$
10,10.37,Theorem,2,real_and_complex/10.37 Theorem_10_2.jpg,$\operatorname{Ind}_{f}(z)=0 \quad$ if $z \in D_{+}$.
9,9.13,Theorem,1,real_and_complex/9.13 Theorem_9_1.jpg,$\|\hat{f}\|_{2}=\|f\|_{2} \quad\left(f \in L^{1} \cap L^{2}\right)$
4,4.25,Theorem,7,real_and_complex/4.25 Theorem_4_7.jpg,$\lim _{N \rightarrow \infty}\left\|f-s_{N}\right\|_{2}=0$
20,20.5,Theorem,9,real_and_complex/20.5 Theorem_20_9.jpg,"$\iint \bar{\partial} A=0$,"
11,11.20,with,1,real_and_complex/11.20 with Exercise 19. 11.20 Theorem_11_1.jpg,$c_{\alpha}\left(N_{\alpha} u\right)\left(e^{i \theta}\right) \leq\left(M_{\mathrm{rad}} u\right)\left(e^{i \theta}\right) \leq(M \mu)\left(e^{i \theta}\right)$
17,17.17,Theorem,3,real_and_complex/17.17 Theorem_17_3.jpg,$\log |f| \leq \frac{1}{2 \pi} \int_{-\pi}^{\pi} \log \left|f^{*}\left(e^{i t}\right)\right| d t$.
17,17.26,Theorem,4,real_and_complex/17.26 Theorem_17_4.jpg,$\int_{T}\left|f_{r}\right|^{p} d \sigma \leq \beta \int_{T} h^{p} d \sigma \quad(0 \leq r<1)$
17,17.18,Theorem,4,real_and_complex/17.18 Theorem_17_4.jpg,$f(z)=\exp \left\{\frac{1+z}{1-z}\right\}$
1,1.13,Definition,8,real_and_complex/1.13 Definition_1_8.jpg,"$f(x)=\lim _{n \rightarrow \infty} f_{n}(x)$,"
16,16.19,Theorem,7,real_and_complex/16.19 Theorem_16_7.jpg,$\operatorname{Im} \varphi(z) \leq \operatorname{Im} z \quad(\varphi \in \Gamma)$
12,12.12,The,3,real_and_complex/12.12 The Hausdorff-Young Theorem_12_3.jpg,"$f=F^{1 / p} \varphi, \quad|\varphi|=1, \quad \int_{X} F d \mu=1$"
6,6.12,Theorem,1,real_and_complex/6.12 Theorem_6_1.jpg,$d \mu=h d|\mu|$.
10,10.33,Theorem,10,real_and_complex/10.33 Theorem_10_10.jpg,$\int_{\Gamma} f(z) d z=\int_{\Gamma_{1}} f(z) d z+\int_{\Gamma_{2}} f(z) d z$
12,12.12,The,11,real_and_complex/12.12 The Hausdorff-Young Theorem_12_11.jpg,"$|\Phi(x+i y)| \leq M^{2 x-1} \quad\left(\frac{1}{2} \leq x \leq 1,-\infty<y<\infty\right)$."
3,3.6,Definition,2,real_and_complex/3.6 Definition_3_2.jpg,$\|f\|_{p}<\infty$
12,12.8,Theorem,1,real_and_complex/12.8 Theorem_12_1.jpg,"$\Omega=\{x+i y: a<x<b\}, \quad \bar{\Omega}=\{x+i y: a \leq x \leq b\}$"
15,15.4,Theorem,2,real_and_complex/15.4 Theorem_15_2.jpg,$f(s)=\prod_{k=1}^{\infty}\left(1+u_{n_{k}}(s)\right) \quad(s \in S)$
11,11.29,Theorem,1,real_and_complex/11.29 Theorem_11_1.jpg,$\Lambda x=\lim _{i \rightarrow \infty} \Lambda_{n_{i}} x$
16,16.5,Theorem,6,real_and_complex/16.5 Theorem_16_6.jpg,$F(w)=\sum_{n=0}^{\infty} a_{n}[\varphi(w)]^{n} \quad(|w|<1)$
3,3.3,Theorem,2,real_and_complex/3.3 Theorem_3_2.jpg,$\varphi(s) \geq \varphi(t)+\beta(s-t) \quad(a<s<b)$
2,2.24,Lusin’s,5,real_and_complex/2.24 Lusin’s Theorem_2_5.jpg,$f(x)=\lim _{n \rightarrow \infty} g_{n}(x) \quad$ a.e.
10,10.33,Theorem,7,real_and_complex/10.33 Theorem_10_7.jpg,$\operatorname{Ind}_{\Gamma}(\alpha)=\frac{1}{2 \pi i} \int_{\Gamma} \frac{d z}{z-\alpha}$
19,19.2,Theorem,10,real_and_complex/19.2 Theorem_19_10.jpg,"$\Phi\left(\alpha_{j}\right) \rightarrow 0, \quad \Phi\left(-\alpha_{j}\right) \rightarrow 0 \quad$ as $j \rightarrow \infty$"
6,6.17,Remark,1,real_and_complex/6.17 Remark_6_1.jpg,$\int f d \mu=\int f h d|\mu|$
7,7.19,Theorem,4,real_and_complex/7.19 Theorem_7_4.jpg,$F(y) \geq f(y)-f(x)+F(x) \quad$ and $\quad F(y) \geq f(x)-f(y)+F(x)$
10,10.14,Cauchy’s,3,real_and_complex/10.14 Cauchy’s Theorem_10_3.jpg,"$\frac{F(z)-F\left(z_{0}\right)}{z-z_{0}}-f\left(z_{0}\right)=\frac{1}{z-z_{0}} \int_{\left[z z_{0}, z\right]}\left[f(\xi)-f\left(z_{0}\right)\right] d \xi$"
15,15.26,Theorem,5,real_and_complex/15.26 Theorem_15_5.jpg,$f(z)=\frac{z}{(2+z)^{3}} \prod_{n=1}^{\infty} \frac{\lambda_{n}-z}{2+\lambda_{n}+z}$.
7,7.24,Theorem,4,real_and_complex/7.24 Theorem_7_4.jpg,$m(T(B))=m(A(F(B)))=\Delta(A) m(F(B))$
15,15.18,Theorem,5,real_and_complex/15.18 Theorem_15_5.jpg,$\log \left|g\left(r e^{i \theta}\right)\right|=\log \left|f\left(r e^{i \theta}\right)\right|-\sum_{n=m+1}^{N} \log \left|1-e^{i\left(\theta-\theta_{n}\right)}\right|$
4,4.10,Theorem,1,real_and_complex/4.10 Theorem_4_1.jpg,$\|x+y\|^{2}+\|x-y\|^{2}=2\|x\|^{2}+2\|y\|^{2} \quad(x$ and $y \in H)$.
9,9.21,Theorem,3,real_and_complex/9.21 Theorem_9_3.jpg,$=\int_{-\infty}^{\infty} g(y) \varphi\left(f_{y}\right) d m(y)$.
10,10.35,Cauchy’s,6,real_and_complex/10.35 Cauchy’s Theorem_10_6.jpg,"$g(z, w)=\left\{\begin{array}{ll}\frac{\text { if } w \neq z}{w-z} & \end{array}\right.$"
1,1.26,Lebesgue’s,4,real_and_complex/1.26 Lebesgue’s Monotone Convergence Theorem_1_4.jpg,"$\int_{X} f_{n} d \mu \geq \int_{E_{n}} f_{n} d \mu \geq c \int_{E_{n}} s d \mu \quad(n=1,2,3, \ldots)$"
10,10.13,Cauchy’s,7,real_and_complex/10.13 Cauchy’s Theorem_10_7.jpg,$\left|\int_{\partial \Delta_{n}} f(z) d z\right| \leq \epsilon\left(2^{-n} L\right)^{2}$
9,9.13,Theorem,12,real_and_complex/9.13 Theorem_9_12.jpg,$\left\|\hat{f}-\varphi_{A}\right\|_{2}=\left\|\left(f-k_{A} f\right)^{\hat{}}\right\|_{2} \rightarrow 0$
7,7.4,Theorem,7,real_and_complex/7.4 Theorem_7_7.jpg,"$m(E(y, n)) \leq\left(3^{k}+1\right) /(y n)$."
17,17.8,Remark,4,real_and_complex/17.8 Remark_17_4.jpg,$\left\|\left(f-f_{m}\right)_{r}\right\|_{p}=\lim _{n \rightarrow \infty}\left\|\left(f_{n}-f_{m}\right)_{r}\right\|_{p} \leq \epsilon$.
19,19.11,Theorem,5,real_and_complex/19.11 Theorem_19_5.jpg,$\frac{1}{\pi} \int_{-\infty}^{\infty} \log |f(x)| \frac{d x}{1+x^{2}}>-\infty$
8,8.18,Theorem,4,real_and_complex/8.18 Theorem_8_4.jpg,$M f \leq M g_{t}+M h_{t} \leq M g_{t}+c t$
9,9.5,Theorem,1,real_and_complex/9.5 Theorem_9_1.jpg,$f_{y}(x)=f(x-y) \quad\left(x \in R^{1}\right)$.
5,5.6,Baire’s,2,real_and_complex/5.6 Baire’s Theorem_5_2.jpg,"$\bar{S}\left(x_{1}, r_{1}\right) \subset W \cap V_{1} \quad$ and $\quad 0<r_{1}<1$"
1,1.31,Definition,1,real_and_complex/1.31 Definition_1_1.jpg,$\int_{E} f d \mu=\int_{E} u^{+} d \mu-\int_{E} u^{-} d \mu+i \int_{E} v^{+} d \mu-i \int_{E} v^{-} d \mu$
11,11.2,Theorem,6,real_and_complex/11.2 Theorem_11_6.jpg,"$P\left(z, e^{i t}\right)=\frac{1-|z|^{2}}{\left|e^{i t}-z\right|^{2}}$"
1,1.17,Theorem,3,real_and_complex/1.17 Theorem_1_3.jpg,$s_{n}=\varphi_{n} \circ f$
11,11.22,Theorem,2,real_and_complex/11.22 Theorem_11_2.jpg,$\mu(I)<\epsilon \sigma(I)$
5,5.13,Theorem,2,real_and_complex/5.13 Theorem_5_2.jpg,$|\hat{f}(n)|=\left|\frac{1}{2 \pi} \int_{-\pi}^{\pi}\{f(t)-P(t)\} e^{-i n t} d t\right| \leq\|f-P\|_{1}<2 \epsilon$
17,17.14,Definition,1,real_and_complex/17.14 Definition_17_1.jpg,$Q(z)=c \exp \left\{\frac{1}{2 \pi} \int_{-\pi}^{\pi} \frac{e^{i t}+z}{e^{i t}-z} \log \varphi\left(e^{i t}\right) d t\right\}$
1,1.17,Theorem,1,real_and_complex/1.17 Theorem_1_1.jpg,$\varphi_{n}(t)=\left\{\begin{array}{ll}k_{n}(t) \delta_{n} & \text { if } 0 \leq t<n \\ n & \text { if } n \leq t \leq \infty\end{array}\right.$
11,11.2,Theorem,4,real_and_complex/11.2 Theorem_11_4.jpg,$P_{r}(t)<P_{r}(\delta) \quad(0<\delta<|t| \leq \pi)$
6,6.2,Theorem,2,real_and_complex/6.2 Theorem_6_2.jpg,"$\sum_{i} t_{i} \leq \sum_{i, j}\left|\mu\left(A_{i j}\right)\right| \leq|\mu|(E)$."
18,18.9,Theorem,2,real_and_complex/18.9 Theorem_18_2.jpg,$\left(x^{n}-\lambda^{n} e\right)=(x-\lambda e)\left(x^{n-1}+\lambda x^{n-2}+\cdots+\lambda^{n-1} e\right)$
19,19.11,Theorem,7,real_and_complex/19.11 Theorem_19_7.jpg,"$\left|x^{n} f(x)\right| \leq 2^{-n} A M_{n} \quad(x$ real, $n=0,1,2, \ldots)$"
8,8.18,Theorem,6,real_and_complex/8.18 Theorem_8_6.jpg,$\|M f\|_{p} \leq C_{p}\|f\|_{p}$
10,10.35,Cauchy’s,4,real_and_complex/10.35 Cauchy’s Theorem_10_4.jpg,"$\operatorname{Ind}_{\Gamma_{0}}(\alpha)=\operatorname{Ind}_{\Gamma_{1}}(\alpha) \quad$ for every $\alpha$ not in $\Omega$,"
9,9.21,Theorem,1,real_and_complex/9.21 Theorem_9_1.jpg,$s_{n}=-x-x^{2}-\cdots-x^{n}$
4,4.10,Theorem,3,real_and_complex/4.10 Theorem_4_3.jpg,$\|x-y\|^{2} \leq 2\|x\|^{2}+2\|y\|^{2}-4 \delta^{2} \quad(x$ and $y \in E)$.
9,9.13,Theorem,10,real_and_complex/9.13 Theorem_9_10.jpg,$\int_{-\infty}^{\infty} f(x) \overline{g(x)} d m(x)=\int_{-\infty}^{\infty} \hat{f}(t) \overline{\hat{g}(t)} d m(t)$
7,7.4,Theorem,5,real_and_complex/7.4 Theorem_7_5.jpg,$m\{M f>\lambda\} \leq 3^{k} \lambda^{-1}\|f\|_{1}$.
10,10.13,Cauchy’s,5,real_and_complex/10.13 Cauchy’s Theorem_10_5.jpg,$\left|f(z)-f\left(z_{0}\right)-f^{\prime}\left(z_{0}\right)\left(z-z_{0}\right)\right| \leq \epsilon\left|z-z_{0}\right|$
7,7.24,Theorem,6,real_and_complex/7.24 Theorem_7_6.jpg,"$B(0,(1-\epsilon) r) \subset F(B(0, r)) \subset B(0,(1+\epsilon) r)$"
15,15.26,Theorem,7,real_and_complex/15.26 Theorem_15_7.jpg,$\frac{1}{1+z-i s}=\int_{0}^{1} t^{z-i s} d t \quad(\operatorname{Re} z>-1)$
1,1.25,Proposition,1,real_and_complex/1.25 Proposition_1_1.jpg,$\varphi(E)=\int_{E} s d \mu$
19,19.2,Theorem,12,real_and_complex/19.2 Theorem_19_12.jpg,"$\lim _{j \rightarrow \infty}\left[e^{t y} g_{j}(y, t)-e^{t} g_{j}(1, t)\right]=0 \quad(-\infty<t<\infty)$."
19,19.3,Theorem,14,real_and_complex/19.3 Theorem_19_14.jpg,$\operatorname{Re}(-w z)=-|w| r \cos (t-\gamma) \leq-|w| r \eta$
10,10.33,Theorem,5,real_and_complex/10.33 Theorem_10_5.jpg,$\int_{\Gamma} f(z) d z=\sum_{i=1}^{n} \int_{\gamma_{i}} f(z) d z \quad(f \in C(K))$.
10,10.14,Cauchy’s,1,real_and_complex/10.14 Cauchy’s Theorem_10_1.jpg,$\int_{\gamma} f(z) d z=0$
7,7.19,Theorem,6,real_and_complex/7.19 Theorem_7_6.jpg,$\sum_{j}\left(F\left(\beta_{j}\right)-F\left(\alpha_{j}\right)\right) \leq \epsilon$
6,6.17,Remark,3,real_and_complex/6.17 Remark_6_3.jpg,"$\int_{X} f d(\mu+\lambda)=\int_{X} f d \mu+\int_{X} f d \lambda$,"
16,16.5,Theorem,4,real_and_complex/16.5 Theorem_16_4.jpg,$F(w)=\sum_{m=0}^{\infty} b_{m} w^{m}$
3,3.15,Remark,2,real_and_complex/3.15 Remark_3_2.jpg,$\int_{-\infty}^{\infty}|f(t)-g(t)| d t$
12,12.8,Theorem,3,real_and_complex/12.8 Theorem_12_3.jpg,$M(x)^{b-a} \leq M(a)^{b-x} M(b)^{x-a} \quad(a<x<b)$
12,12.12,The,13,real_and_complex/12.12 The Hausdorff-Young Theorem_12_13.jpg,$\left\{\sum_{n=1}^{N}|\hat{f}(n)|^{q}\right\}^{1 / q} \leq M^{(2-p) / p}\|f\|_{p}$
12,12.12,The,1,real_and_complex/12.12 The Hausdorff-Young Theorem_12_1.jpg,$\|\hat{f}\|_{q} \leq M^{(2-p) / p}\|f\|_{p}$
17,17.7,Definition,1,real_and_complex/17.7 Definition_17_1.jpg,$\|f\|_{p}=\sup \left\{\left\|f_{r}\right\|_{p}: 0 \leq r<1\right\}$.
17,17.18,Theorem,6,real_and_complex/17.18 Theorem_17_6.jpg,"$(f, g)=\frac{1}{2 \pi} \int_{-\pi}^{\pi} f^{*}\left(e^{i \theta}\right) \overline{g^{*}\left(e^{i \theta}\right)} d \theta$"
17,17.26,Theorem,6,real_and_complex/17.26 Theorem_17_6.jpg,$\int_{T}(\psi h)_{r} \tilde{w} d \sigma=\int_{T}(\psi w)_{r} \tilde{h} d \sigma \quad(0 \leq r<1)$.
13,13.5,Theorem,2,real_and_complex/13.5 Theorem_13_2.jpg,"$\gamma_{r k}=\left[a_{r}+i^{k} b, a_{r}+i^{k+1} b\right]$"
17,17.17,Theorem,1,real_and_complex/17.17 Theorem_17_1.jpg,$Q_{f}(z)=\exp \left\{\frac{1}{2 \pi} \int_{-\pi}^{\pi} \frac{e^{i t}+z}{e^{i t}-z} \log \left|f^{*}\left(e^{i t}\right)\right| d t\right\}$
15,15.2,Definition,2,real_and_complex/15.2 Definition_15_2.jpg,$p=\prod_{n=1}^{\infty}\left(1+u_{n}\right)$
11,11.20,with,3,real_and_complex/11.20 with Exercise 19. 11.20 Theorem_11_3.jpg,$c_{\alpha}\left|e^{i t}-r\right|^{2} \leq\left|e^{i t}-z\right|^{2}$
4,4.25,Theorem,5,real_and_complex/4.25 Theorem_4_5.jpg,$c_{n}=\frac{1}{2 \pi} \int_{-\pi}^{\pi} f(t) e^{-i n t} d t \quad(n \in Z)$
9,9.13,Theorem,3,real_and_complex/9.13 Theorem_9_3.jpg,"$g(x)=\left(f_{-x}, f\right)$,"
10,10.37,Theorem,1,real_and_complex/10.37 Theorem_10_1.jpg,$\operatorname{Ind}_{g}(w)=0 \quad$ if $w \in D_{-}$.
11,11.20,with,2,real_and_complex/11.20 with Exercise 19. 11.20 Theorem_11_2.jpg,"$c_{\alpha} P\left(z, e^{i t}\right) \leq P\left(|z|, e^{i t}\right)$"
4,4.25,Theorem,4,real_and_complex/4.25 Theorem_4_4.jpg,$\sum_{n=-\infty}^{\infty}\left|c_{n}\right|^{2}<\infty$
11,11.14,Theorem,8,real_and_complex/11.14 Theorem_11_8.jpg,$F(z)=\sum_{n=0}^{\infty} \bar{c}_{n}(z-a)^{n} \quad(z \in D(a ; r))$.
13,13.5,Theorem,3,real_and_complex/13.5 Theorem_13_3.jpg,"$\partial Q_{r}=\gamma_{r 1}+\gamma_{r 2} \dot{+} \gamma_{r 3} \dot{+} \gamma_{r 4} \quad(r=1, \ldots, m)$."
17,17.18,Theorem,7,real_and_complex/17.18 Theorem_17_7.jpg,"$(S f)(z)=z f(z) \quad\left(f \in H^{2}, z \in U\right)$."
17,17.26,Theorem,7,real_and_complex/17.26 Theorem_17_7.jpg,$\left|\int_{T}(\psi h)_{r} \tilde{w} d \sigma\right| \leq A_{q}\|w\|_{q}\|h\|_{p}$.
